"chr" "pos" "mu1" "mu2" "diff" "diff.se" "stat" "phi1" "phi2" "pval" "fdr" "postprob.overThreshold"
"chr13" 107022555 0.00681294282611767 0.335891263054621 -0.329078320228504 0.0266075830917951 -12.3678396152404 0.049807076385241 0.0497870683678639 3.90174952402986e-35 2.42734275776612e-29 1
"chr13" 107022560 0.00681436164273252 0.331658299460343 -0.324843937817611 0.0265602604899022 -12.2304499965696 0.0497870683678639 0.0497870683678639 2.13751193741422e-34 1.1153005669523e-28 1
"chr18" 80469499 0.00330339652853364 0.300209473887641 -0.296906077359107 0.0233526385036814 -12.7140270386278 0.049812297011402 0.0497870683678639 4.94222672384015e-37 3.47568089489954e-31 1
"chr18" 80469502 0.00328977690541814 0.297300966962423 -0.294011190057004 0.0231800464449722 -12.6838050456442 0.0498121941501644 0.0497870683678639 7.27143590761114e-37 5.00492283732985e-31 1
"chr18" 80469513 0.00328856625755327 0.302865206485768 -0.299576640228214 0.0232622303441543 -12.8782423609478 0.0498121710957224 0.0497870683678639 5.96792024284043e-38 5.36284905542394e-32 1
"chr18" 80469522 0.00328536828660009 0.290744000351714 -0.287458632065114 0.0224952665706683 -12.7786275020156 0.0498121796845452 0.0497870683678639 2.15844858128043e-37 1.55168748432088e-31 1
"chr18" 80469525 0.00327692857382798 0.294169546968355 -0.290892618394527 0.0227369799532952 -12.793810743206 0.0498121047310274 0.0497870683678639 1.77549649184526e-37 1.33575382534862e-31 1
"chr18" 80469529 0.00327692857382798 0.294169546968355 -0.290892618394527 0.0227369799532952 -12.793810743206 0.0498121047310274 0.0497870683678639 1.77549649184526e-37 1.33575382534862e-31 1
"chr18" 80469531 0.00328127300121129 0.298818592500026 -0.295537319498815 0.0230312048073121 -12.83203905186 0.0498121264004542 0.0497870683678639 1.08471291892886e-37 9.48392590289136e-32 1
"chr18" 80469535 0.0032879242218138 0.297676252399025 -0.294388328177211 0.0229783416799457 -12.8115567379755 0.0498121796845452 0.0497870683678639 1.41271592944472e-37 1.17183185269386e-31 1
"chr18" 80469538 0.00329697532259968 0.310989785271056 -0.307692809948457 0.0238382402930355 -12.9075303447776 0.049812225157178 0.0497870683678639 4.0818354647666e-38 3.77278897233304e-32 1
"chr18" 80469547 0.00327599150312129 0.298221929455475 -0.294945937952354 0.0230322928287509 -12.8057566888945 0.0498120834956269 0.0497870683678639 1.52234566173418e-37 1.21385999316583e-31 1
"chr18" 80469561 0.00328562890005531 0.291040175644117 -0.287754546744062 0.0225154381180162 -12.7803218945053 0.0497962785835736 0.0497870683678639 2.11193641185483e-37 1.55168748432088e-31 1
"chr18" 80469566 0.00328995667311294 0.295587849377391 -0.292297892704278 0.022806136721595 -12.8166333593669 0.0497962866391129 0.0497870683678639 1.32322275718541e-37 1.12648244583863e-31 1
"chr3" 154936326 0.395398344896572 0.00513117719759835 0.390267167698974 0.0331947723184494 11.7568864143727 0.0497870683678639 0.0497870683678639 6.50906088247569e-32 2.12695451589515e-26 1
"chr4" 14864233 0.00384808436679669 0.50710236976563 -0.503254285398833 0.0462845268941421 -10.8730567031577 0.0497984919948842 0.0497870683678639 1.54921835218026e-27 1.43192295850559e-22 1
"chr4" 14864240 0.00384808436679669 0.50710236976563 -0.503254285398833 0.0462845268941421 -10.8730567031577 0.0497984919948842 0.0497870683678639 1.54921835218026e-27 1.43192295850559e-22 1
"chr4" 14864245 0.00384808436679669 0.50710236976563 -0.503254285398833 0.0462845268941421 -10.8730567031577 0.0497984919948842 0.0497870683678639 1.54921835218026e-27 1.43192295850559e-22 1
"chr4" 14864248 0.00384808436679669 0.50710236976563 -0.503254285398833 0.0462845268941421 -10.8730567031577 0.0497984919948842 0.0497870683678639 1.54921835218026e-27 1.43192295850559e-22 1
"chr4" 14864251 0.00384808436679669 0.50710236976563 -0.503254285398833 0.0464493899402766 -10.83446491 0.0498182269374318 0.0497870683678639 2.36343075524397e-27 2.07200872658878e-22 1
"chr4" 18024315 0.854506052574244 0.00228751726009725 0.852218535314146 0.0550269652924308 15.487289382309 0.0497870683678639 0.0497870683678639 4.22741728890972e-54 1.36757194486432e-46 1
"chr4" 152338784 0.0159122859162 0.598258166821842 -0.582345880905642 0.0537068861236974 -10.8430393742133 0.0499017980642135 0.0497870683678639 2.15200424671714e-27 1.90211645348486e-22 1
"chr4" 152338789 0.0159122859162 0.598258166821842 -0.582345880905642 0.0542278369558742 -10.7388734936911 0.0500038451773808 0.0497870683678639 6.68551428123383e-27 5.06502985381131e-22 1
"chr5" 25498340 0.0111699719999791 0.3228780867693 -0.311708114769321 0.025325204756146 -12.3082169629319 0.0498202183821439 0.0497870683678639 8.18106189050456e-35 4.56306597688642e-29 1
"chr5" 25498345 0.0111699719999791 0.3228780867693 -0.311708114769321 0.025325204756146 -12.3082169629319 0.0498202183821439 0.0497870683678639 8.18106189050456e-35 4.56306597688642e-29 1
"chr5" 25498347 0.0114216935477065 0.324625016003419 -0.313203322455712 0.0253987850280752 -12.3314293226824 0.0498210119503276 0.0497870683678639 6.13487492262348e-35 3.5439921351717e-29 1
"chr5" 25498350 0.0114216935477065 0.324625016003419 -0.313203322455712 0.0253987850280752 -12.3314293226824 0.0498210119503276 0.0497870683678639 6.13487492262348e-35 3.5439921351717e-29 1
"chr5" 25498353 0.0114216935477065 0.324625016003419 -0.313203322455712 0.0253987850280752 -12.3314293226824 0.0498210119503276 0.0497870683678639 6.13487492262348e-35 3.5439921351717e-29 1
"chr5" 44226608 0.347165749524663 0.0031433866292363 0.344022362895427 0.0249785041570959 13.7727367792637 0.0497870683678639 0.0497963160519976 3.71854825887294e-43 5.66880930430431e-36 1
"chrX" 103165255 0.455554874855534 0.00627865880184917 0.449276216053685 0.0404187177248021 11.1155484721871 0.0497870683678639 0.049787068367864 1.05400952169619e-28 1.16372932284723e-23 1
"chrX" 103165258 0.468247295703963 0.0061993815515676 0.462047914152395 0.0411109095336015 11.2390584249844 0.0497870683678639 0.0497870683678639 2.62163558828116e-29 3.73129459156315e-24 1
"chrX" 103165261 0.454572962913617 0.00618460030128285 0.448388362612334 0.0404141674015312 11.0948311308115 0.0497870683678639 0.0497870683678639 1.3291078816541e-28 1.42846236078961e-23 1
"chr10" 26374349 0.00305134832363931 0.486104481607007 -0.483053133283368 0.0467278333147862 -10.3375889489512 0.0498110318212722 0.0497870683678639 4.76371849552898e-25 2.62980494242381e-20 1
"chr10" 26374354 0.00305134832363931 0.486104481607007 -0.483053133283368 0.0467278333147862 -10.3375889489512 0.0498110318212722 0.0497870683678639 4.76371849552898e-25 2.62980494242381e-20 1
"chr10" 26374358 0.00302104751243646 0.490117333658163 -0.487096286145726 0.0468625733501546 -10.3941429444382 0.0498107762293004 0.0497870683678639 2.63646431275899e-25 1.52575623314282e-20 1
"chr10" 26374359 0.00302104751243646 0.490117333658163 -0.487096286145726 0.0467660517041166 -10.4155956809766 0.0497870683678639 0.0497870683678639 2.10475793722475e-25 1.24477223665779e-20 1
"chr10" 26374362 0.00302104751243646 0.490117333658163 -0.487096286145726 0.0468147983331383 -10.4047502817273 0.0497957611717543 0.0497870683678639 2.35873712949307e-25 1.3848508701607e-20 1
"chr10" 26374363 0.00302104751243646 0.490117333658163 -0.487096286145726 0.0467660517041166 -10.4155956809766 0.0497870683678639 0.0497870683678639 2.10475793722475e-25 1.24477223665779e-20 1
"chr13" 107022564 0.00681579399409266 0.327332311136843 -0.32051651714275 0.0266292237078037 -12.0362696509558 0.0497870683678639 0.0497870683678639 2.29082311590758e-33 9.14916798362356e-28 1
"chr13" 107022570 0.00681579399409266 0.327332311136843 -0.32051651714275 0.0266292237078037 -12.0362696509558 0.0497870683678639 0.0497870683678639 2.29082311590758e-33 9.14916798362356e-28 1
"chr18" 80469492 0.00329354735846337 0.299232275960883 -0.29593872860242 0.0238393375932039 -12.4138821997632 0.0497962866391129 0.0497870683678639 2.19734284617347e-35 1.39380722587445e-29 1
"chr5" 25498360 0.0120984061934008 0.31909351013404 -0.30699510394064 0.0250945529805427 -12.2335354679827 0.0498216169788084 0.0497870683678639 2.05783006476632e-34 1.09132658933335e-28 1
"chrX" 103165241 0.428839648875183 0.00626031858348993 0.422579330291694 0.0389428636663267 10.851264917559 0.0497870683678639 0.0497870683678639 1.96684346536298e-27 1.75766575086777e-22 1
"chrX" 103165243 0.428839648875183 0.00626031858348993 0.422579330291694 0.0389428636663267 10.851264917559 0.0497870683678639 0.0497870683678639 1.96684346536298e-27 1.75766575086777e-22 1
"chrX" 103165247 0.428839648875183 0.00626031858348993 0.422579330291694 0.0389428636663267 10.851264917559 0.0497870683678639 0.0497870683678639 1.96684346536298e-27 1.75766575086777e-22 1
"chr10" 26374355 0.00306361069072699 0.482158615372674 -0.479095004681947 0.0464568949701626 -10.3126781286104 0.0497870683678639 0.0497870683678639 6.17559646974939e-25 3.34081779232422e-20 1
"chr18" 80469570 0.00329888853081507 0.29159051065441 -0.288291622123595 0.0231303263887425 -12.4637939507809 0.0497963032420537 0.0497870683678639 1.17638047760641e-35 7.611195336127e-30 1
"chr4" 91373047 0.0248845279531911 0.528675290384986 -0.503790762431795 0.0496495527632903 -10.1469345521333 0.049954939913505 0.0497870683678639 3.41935385066862e-24 1.52574200540211e-19 1
"chr4" 14864253 0.00391149286537448 0.45931039508467 -0.455398902219296 0.0439056972390009 -10.3722052229425 0.0498187213338283 0.0497870683678639 3.31778452549927e-25 1.89295452965439e-20 1
"chr4" 14864256 0.00391149286537448 0.45931039508467 -0.455398902219296 0.0439056972390009 -10.3722052229425 0.0498187213338283 0.0497870683678639 3.31778452549927e-25 1.89295452965439e-20 1
"chr17" 64332083 0.00716602385800486 0.42152687864216 -0.414360854784156 0.039140589811551 -10.5864744700876 0.0497870683678639 0.0497870683678639 3.44316495047907e-26 2.36992735854394e-21 1
"chr4" 91373043 0.0248845279531911 0.528675290384986 -0.503790762431795 0.0502351333839905 -10.0286538224331 0.0501043052054358 0.0497870683678639 1.14061038919598e-23 4.61235153073656e-19 1
"chr10" 127288965 0.00778456016394625 0.495554655162583 -0.487770094998636 0.0483684438987086 -10.0844694532681 0.0497870683678639 0.0497870683678639 6.47138287094788e-24 2.70477533869988e-19 0.999999999999999
"chr10" 127288968 0.00778456016394625 0.495554655162583 -0.487770094998636 0.0483684438987086 -10.0844694532681 0.0497870683678639 0.0497870683678639 6.47138287094788e-24 2.70477533869988e-19 0.999999999999999
"chr10" 127288974 0.00778456016394625 0.495554655162583 -0.487770094998636 0.0483684438987086 -10.0844694532681 0.0497870683678639 0.0497870683678639 6.47138287094788e-24 2.70477533869988e-19 0.999999999999999
"chr13" 107022576 0.00677938793720607 0.318469550450371 -0.311690162513164 0.0264347933068133 -11.7909059812028 0.0497870683678639 0.0497870683678639 4.34837925242164e-32 1.48074022128249e-26 0.999999999999999
"chrX" 103165274 0.42017017158046 0.00628347996353665 0.413886691616923 0.0393096921659801 10.5288713498274 0.0497870683678639 0.0497870683678639 6.35923619498403e-26 4.15599312612996e-21 0.999999999999999
"chrX" 103165277 0.42017017158046 0.00628347996353665 0.413886691616923 0.0393096921659801 10.5288713498274 0.0497870683678639 0.0497870683678639 6.35923619498403e-26 4.15599312612996e-21 0.999999999999999
"chr18" 80469479 0.00329764210894519 0.296698848463869 -0.293401206354924 0.0242710635219047 -12.0885187453829 0.0497962928582149 0.0497870683678639 1.21456748621462e-33 5.30963900323747e-28 0.999999999999999
"chr17" 64332073 0.00714050029040676 0.416537298006663 -0.409396797716257 0.0389667168173594 -10.506320038076 0.0497870683678639 0.0497870683678639 8.07845696018342e-26 5.19559743961108e-21 0.999999999999999
"chr10" 127288953 0.00753190203819944 0.487424766783448 -0.479892864745249 0.0479384184534741 -10.0106111179075 0.0497870683678639 0.0497870683678639 1.36904216331122e-23 5.4010479740931e-19 0.999999999999999
"chr10" 127288956 0.00753190203819944 0.487424766783448 -0.479892864745249 0.0479384184534741 -10.0106111179075 0.0497870683678639 0.0497870683678639 1.36904216331122e-23 5.4010479740931e-19 0.999999999999999
"chr10" 127288959 0.00753190203819944 0.487424766783448 -0.479892864745249 0.0479384184534741 -10.0106111179075 0.0497870683678639 0.0497870683678639 1.36904216331122e-23 5.4010479740931e-19 0.999999999999999
"chr5" 25498364 0.0163124376249962 0.315982207083089 -0.299669769458093 0.0251801286652926 -11.9010420256965 0.0498332855686991 0.0497870683678639 1.16878540019831e-32 4.20114172066318e-27 0.999999999999999
"chr10" 127288947 0.00741754742913049 0.483461763036306 -0.476044215607176 0.0477254823706343 -9.97463392638412 0.0497870683678639 0.0497870683678639 1.96825914639943e-23 7.49097618177084e-19 0.999999999999998
"chr10" 127288950 0.00741754742913049 0.483461763036306 -0.476044215607176 0.0477254823706343 -9.97463392638412 0.0497870683678639 0.0497870683678639 1.96825914639943e-23 7.49097618177084e-19 0.999999999999998
"chr10" 127288977 0.00801986352169161 0.484778605652749 -0.476758742131057 0.0478286224485326 -9.96806342570471 0.0497870683678639 0.0497870683678639 2.10288987131838e-23 7.95656249178506e-19 0.999999999999998
"chr10" 26374344 0.00903903728573081 0.478278071565228 -0.469239034279498 0.046908245711311 -10.0033379454723 0.0498970747474962 0.0497870683678639 1.47345025959646e-23 5.77072655666592e-19 0.999999999999998
"chr10" 127288992 0.00813671200640951 0.484778605652749 -0.476641893646339 0.04784255693508 -9.96271780149876 0.0497870683678639 0.0497870683678639 2.21911814283535e-23 8.34953874124097e-19 0.999999999999998
"chr7" 144553696 0.00439237976198758 0.390245110700402 -0.385852730938415 0.036365569621004 -10.6103860041162 0.0497870683678639 0.0497870683678639 2.66645191636615e-26 1.89166390676877e-21 0.999999999999998
"chr4" 91373038 0.0248830765285252 0.509869196229573 -0.484986119701048 0.0489941130258679 -9.89886518498632 0.0499549673807388 0.0497870683678639 4.21025177410849e-23 1.48829119998307e-18 0.999999999999998
"chr18" 80469471 0.00332028752505193 0.295351184426025 -0.292030896900973 0.0244979787944875 -11.9206118737716 0.0497963763639985 0.0497870683678639 9.24272231539722e-33 3.43681152851718e-27 0.999999999999998
"chr7" 144553699 0.00439237976198758 0.390245110700402 -0.385852730938415 0.0364696617974593 -10.5801017042965 0.0497999924441897 0.0497870683678639 3.68557945663634e-26 2.49432445995385e-21 0.999999999999998
"chr7" 144553701 0.00439237976198758 0.390245110700402 -0.385852730938415 0.0364696617974593 -10.5801017042965 0.0497999924441897 0.0497870683678639 3.68557945663634e-26 2.49432445995385e-21 0.999999999999998
"chr7" 144553704 0.00439237976198758 0.390245110700402 -0.385852730938415 0.0364696617974593 -10.5801017042965 0.0497999924441897 0.0497870683678639 3.68557945663634e-26 2.49432445995385e-21 0.999999999999998
"chr7" 144553707 0.00439237976198758 0.390245110700402 -0.385852730938415 0.0364696617974593 -10.5801017042965 0.0497999924441897 0.0497870683678639 3.68557945663634e-26 2.49432445995385e-21 0.999999999999998
"chrX" 103165280 0.408772700595914 0.006267025246086 0.402505675349828 0.0386131455998287 10.4240581568059 0.0497870683678639 0.0497870683678639 1.92557590863262e-25 1.14930797652524e-20 0.999999999999998
"chr10" 127288983 0.00798802685481521 0.480857143916088 -0.472869117061273 0.0476214941072478 -9.9297413053931 0.049787068367864 0.0497870683678639 3.09056305193607e-23 1.13130027255207e-18 0.999999999999998
"chr10" 127288986 0.00798802685481521 0.480857143916088 -0.472869117061273 0.0476214941072478 -9.9297413053931 0.049787068367864 0.0497870683678639 3.09056305193607e-23 1.13130027255207e-18 0.999999999999998
"chr10" 127288989 0.00798802685481521 0.480857143916088 -0.472869117061273 0.0476214941072478 -9.9297413053931 0.049787068367864 0.0497870683678639 3.09056305193607e-23 1.13130027255207e-18 0.999999999999998
"chr13" 107022578 0.00678064694742366 0.313962907049392 -0.307182260101969 0.0264916679778082 -11.5954291877466 0.0497870683678639 0.0497870683678639 4.3468111246803e-31 1.07343199998819e-25 0.999999999999997
"chr13" 107022581 0.00678064694742366 0.313962907049392 -0.307182260101969 0.0264916679778082 -11.5954291877466 0.0497870683678639 0.0497870683678639 4.3468111246803e-31 1.07343199998819e-25 0.999999999999997
"chr10" 127288916 0.00729581580768485 0.475731255030014 -0.46843543922233 0.0473219488304409 -9.89890422519959 0.0497870683678639 0.0497870683678639 4.20860874174704e-23 1.48829119998307e-18 0.999999999999997
"chr10" 127288932 0.00729581580768485 0.475731255030014 -0.46843543922233 0.0473219488304409 -9.89890422519959 0.0497870683678639 0.0497870683678639 4.20860874174704e-23 1.48829119998307e-18 0.999999999999997
"chr10" 127288934 0.00729581580768485 0.475731255030014 -0.46843543922233 0.0473219488304409 -9.89890422519959 0.0497870683678639 0.0497870683678639 4.20860874174704e-23 1.48829119998307e-18 0.999999999999997
"chr4" 152338822 0.0135712919879179 0.501353806999216 -0.487782515011298 0.0498228523170725 -9.79033701055594 0.0499699338222371 0.0497870683678639 1.2388228247982e-22 3.89844262976125e-18 0.999999999999996
"chr4" 91373030 0.0248830765285252 0.509869196229573 -0.484986119701048 0.0495999524363893 -9.77795533822397 0.0501043572729841 0.0497870683678639 1.40010329231086e-22 4.36352819963847e-18 0.999999999999996
"chr4" 91373040 0.0248830765285252 0.509869196229573 -0.484986119701048 0.0495999524363893 -9.77795533822397 0.0501043572729841 0.0497870683678639 1.40010329231086e-22 4.36352819963847e-18 0.999999999999996
"chr7" 144553710 0.00429309465138277 0.381265526693426 -0.376972432042043 0.0358262522889139 -10.5222401997848 0.0497995958970807 0.0497870683678639 6.82316832561291e-26 4.43232713006708e-21 0.999999999999995
"chr5" 25498200 0.00896212343060275 0.28157362043149 -0.272611497000887 0.0224346482286423 -12.1513604413393 0.049787068367864 0.0497870683678639 5.64188867145354e-34 2.53493646876479e-28 0.999999999999993
"chrX" 103165286 0.397991944140322 0.00625167702647972 0.391740267113842 0.0379332055021571 10.3271068692459 0.0497870683678639 0.0497870683678639 5.31391777335936e-25 2.91129798580846e-20 0.999999999999993
"chr5" 25498179 0.00889229413232545 0.27813068478433 -0.269238390652005 0.0221405388519913 -12.1604262864537 0.0497870683678639 0.0497870683678639 5.0494503929678e-34 2.30070440958635e-28 0.999999999999989
"chr4" 152338825 0.0131067717214455 0.484763973936049 -0.471657202214604 0.0488427768609061 -9.65664183176529 0.0439275420776351 0.0497870683678639 4.60719210781096e-22 1.32130258780875e-17 0.999999999999986
"chr18" 80469460 0.00336964967161243 0.292475944458107 -0.289106294786494 0.0248971195035964 -11.6120378803151 0.0497870683678639 0.0497870683678639 3.57980685086949e-31 9.33927090761496e-26 0.999999999999985
"chr13" 110518720 0.539215976844211 0.00615055181457378 0.533065425029637 0.0570932692678278 9.33674725349843 0.049787068367864 0.0497870683678639 9.93390417439843e-21 2.19960558664087e-16 0.999999999999983
"chr13" 110518722 0.539215976844211 0.00615055181457378 0.533065425029637 0.0570932692678278 9.33674725349843 0.049787068367864 0.0497870683678639 9.93390417439843e-21 2.19960558664087e-16 0.999999999999983
"chr13" 110518724 0.539215976844211 0.00615055181457378 0.533065425029637 0.0570932692678278 9.33674725349843 0.049787068367864 0.0497870683678639 9.93390417439843e-21 2.19960558664087e-16 0.999999999999983
"chr13" 110518726 0.539215976844211 0.00615055181457378 0.533065425029637 0.0570932692678278 9.33674725349843 0.049787068367864 0.0497870683678639 9.93390417439843e-21 2.19960558664087e-16 0.999999999999983
"chr13" 110518755 0.539215976844211 0.00615055181457378 0.533065425029637 0.0570932692678278 9.33674725349843 0.049787068367864 0.0497870683678639 9.93390417439843e-21 2.19960558664087e-16 0.999999999999983
"chr17" 64332105 0.0067744457670234 0.40307428325132 -0.396299837484296 0.0390704935887335 -10.1432001769892 0.0498075599188109 0.0497870683678639 3.55266617698723e-24 1.5783541429852e-19 0.999999999999983
"chr18" 80469463 0.00336964967161243 0.292475944458107 -0.289106294786494 0.0249698003513099 -11.5782381404314 0.0497965596622565 0.0497870683678639 5.312670653542e-31 1.29560837775147e-25 0.999999999999982
"chr5" 25498176 0.00883600426903183 0.275825357401002 -0.266989353131971 0.0221288025316441 -12.0652417929157 0.0498129447056069 0.0497870683678639 1.61188263524768e-33 6.95259956526069e-28 0.999999999999978
"chr4" 46450712 0.00369646674528147 0.311241596962038 -0.307545130216756 0.0275459450106602 -11.1648059305185 0.0497979012154292 0.0497870683678639 6.06234504578184e-29 7.42868234269149e-24 0.999999999999975
"chr8" 126474290 0.00246208371980637 0.276867299616912 -0.274405215897105 0.0233051530977805 -11.7744438213211 0.0497870683678639 0.0497870683678639 5.28646182180909e-32 1.76306542835371e-26 0.999999999999964
"chr5" 25498172 0.00877154438633201 0.272956404345606 -0.264184859959274 0.0219509427143006 -12.0352398253567 0.0498127610751539 0.0497870683678639 2.31958975875192e-33 9.15108088193058e-28 0.999999999999963
"chr5" 25498049 0.0105094245280132 0.282504157109941 -0.271994732581928 0.0230500265564269 -11.8001917228199 0.0498539414022834 0.0497870683678639 3.89423197068416e-32 1.35460892599018e-26 0.999999999999957
"chr5" 25498052 0.0105094245280132 0.282504157109941 -0.271994732581928 0.0230500265564269 -11.8001917228199 0.0498539414022834 0.0497870683678639 3.89423197068416e-32 1.35460892599018e-26 0.999999999999957
"chr5" 25498166 0.00875004495863555 0.271328982488113 -0.262578937529478 0.0218069781717203 -12.0410510553908 0.0498126905600809 0.0497870683678639 2.16183547606648e-33 8.9660901329754e-28 0.999999999999955
